time_s,gt_id,gt_x,gt_y,gt_speed_mps,det_id,det_x,det_y,pos_error_m,det_speed_mps,n_gt,n_detected
1.3200,0,7.4000,-5.6400,1.2000,,,,,,1,0
1.4900,0,7.4000,-5.6400,1.2000,,,,,,1,0
1.5800,0,7.4000,-5.5200,1.2000,,,,,,1,0
1.6700,0,7.4000,-5.4000,1.2000,,,,,,1,0
1.7600,0,7.4000,-5.2800,1.2000,,,,,,1,0
1.8500,0,7.4000,-5.1600,1.2000,,,,,,1,0
1.9400,0,7.4000,-5.0400,1.2000,,,,,,1,0
2.0300,0,7.4000,-4.9200,1.2000,,,,,,1,0
2.1300,0,7.4000,-4.8000,1.2000,,,,,,1,0
2.2200,0,7.4000,-4.6800,1.2000,,,,,,1,0
2.3100,0,7.4000,-4.5600,1.2000,,,,,,1,0
2.4000,0,7.4000,-4.4400,1.2000,,,,,,1,0
2.4800,0,7.4000,-4.4400,1.2000,,,,,,1,0
2.5700,0,7.4000,-4.3200,1.2000,,,,,,1,0
2.6700,0,7.4000,-4.2000,1.2000,,,,,,1,0
2.7600,0,7.4000,-4.0800,1.2000,,,,,,1,0
2.8500,0,7.4000,-3.9600,1.2000,,,,,,1,0
2.9300,0,7.4000,-3.8400,1.2000,,,,,,1,0
3.0300,0,7.4000,-3.7200,1.2000,,,,,,1,0
3.1200,0,7.4000,-3.4800,1.2000,,,,,,1,0
3.2000,0,7.4000,-3.4800,1.2000,,,,,,1,0
3.2900,0,7.4000,-3.3600,1.2000,,,,,,1,0
3.3700,0,7.4000,-3.3600,1.2000,,,,,,1,0
3.4600,0,7.4000,-3.2400,1.2000,,,,,,1,0
3.5600,0,7.4000,-3.1200,1.2000,,,,,,1,0
3.6500,0,7.4000,-3.0000,1.2000,0,7.5874,-3.3773,0.4213,0.0000,1,1
3.7500,0,7.4000,-2.8800,1.2000,0,7.2447,-3.1635,0.3232,0.0000,1,1
3.8500,0,7.4000,-2.7600,1.2000,0,7.4145,-3.1660,0.4063,0.0000,1,1
3.9500,0,7.4000,-2.6400,1.2000,0,7.5515,-3.1245,0.5077,0.0000,1,1
4.0500,0,7.4000,-2.5200,1.2000,0,7.5802,-3.0329,0.5437,0.3925,1,1
4.1600,0,7.4000,-2.4000,1.2000,0,7.3132,-2.8047,0.4139,0.6415,1,1
4.2700,0,7.4000,-2.2800,1.2000,0,7.4648,-2.7319,0.4566,0.7953,1,1
4.3700,0,7.4000,-2.1600,1.2000,0,7.5352,-2.6218,0.4812,0.8852,1,1
4.4800,0,7.4000,-2.0400,1.2000,0,7.5981,-2.4911,0.4927,0.9454,1,1
4.5900,0,7.4000,-1.9200,1.2000,0,7.7213,-2.3658,0.5495,0.9923,1,1
4.6900,0,7.4000,-1.8000,1.2000,0,7.6933,-2.2046,0.4998,1.0378,1,1
4.8000,0,7.4000,-1.6800,1.2000,0,7.6956,-2.0451,0.4698,1.0801,1,1
4.9100,0,7.4000,-1.5600,1.2000,0,7.7167,-1.8720,0.4446,1.1205,1,1
5.0300,0,7.4000,-1.4400,1.2000,0,7.7681,-1.6951,0.4479,1.1588,1,1
5.1400,0,7.4000,-1.3200,1.2000,0,7.6013,-1.4604,0.2454,1.1968,1,1
5.2500,0,7.4000,-1.2000,1.2000,0,7.6846,-1.2872,0.2976,1.2719,1,1
5.3600,0,7.4000,-0.8400,1.2000,0,7.7576,-1.0891,0.4358,1.3461,1,1
5.4700,0,7.4000,-0.8400,1.2000,0,7.7491,-0.8937,0.3532,1.4131,1,1
5.5800,0,7.4000,-0.7200,1.2000,0,7.7614,-0.7270,0.3614,1.4687,1,1
5.7000,0,7.4000,-0.6000,1.2000,0,7.8346,-0.5192,0.4421,1.5271,1,1
5.8100,0,7.4000,-0.4800,1.2000,0,7.7852,-0.3368,0.4109,1.5747,1,1
5.9200,0,7.4000,-0.3600,1.2000,0,7.7680,-0.1892,0.4058,1.6078,1,1
6.0300,0,7.4000,-0.2400,1.2000,0,7.7727,-0.0002,0.4432,1.6315,1,1
6.1500,0,7.4000,-0.1200,1.2000,0,7.7883,0.1670,0.4828,1.6417,1,1
6.2600,0,7.4000,0.0000,1.2000,0,7.7880,0.3546,0.5257,1.6460,1,1
6.3800,0,7.4000,0.1200,1.2000,0,7.7515,0.5170,0.5302,1.6382,1,1
6.4900,0,7.4000,0.2400,1.2000,0,7.7942,0.7086,0.6124,1.6266,1,1
6.6100,0,7.4000,0.3600,1.2000,0,7.7298,0.8619,0.6006,1.6044,1,1
6.7300,0,7.4000,0.4800,1.2000,0,7.7439,1.0610,0.6752,1.5858,1,1
6.8400,0,7.4000,0.6000,1.2000,0,7.7191,1.2174,0.6950,1.5666,1,1
6.9500,0,7.4000,0.7200,1.2000,0,7.7174,1.3418,0.6981,1.5451,1,1
7.0600,0,7.4000,0.8400,1.2000,0,7.7095,1.5126,0.7404,1.5271,1,1
7.1700,0,7.4000,0.9600,1.2000,0,7.6797,1.6605,0.7543,1.5084,1,1
7.2800,0,7.4000,1.0800,1.2000,0,7.6302,1.7863,0.7428,1.4882,1,1
7.3900,0,7.4000,1.2000,1.2000,0,7.6410,1.9671,0.8041,1.4728,1,1
7.5100,0,7.4000,1.8000,1.2000,0,7.6657,2.1266,0.4211,1.4560,1,1
7.6200,0,7.4000,1.8000,1.2000,0,7.6935,2.3135,0.5915,1.4454,1,1
7.7300,0,7.4000,1.9200,1.2000,0,7.6944,2.4936,0.6448,1.4391,1,1
7.8400,0,7.4000,2.0400,1.2000,0,7.7252,2.6485,0.6900,1.4375,1,1
7.9400,0,7.4000,2.1600,1.2000,0,7.7045,2.8210,0.7278,1.4405,1,1
8.0500,0,7.4000,2.2800,1.2000,0,7.6756,2.9889,0.7605,1.4505,1,1
8.1600,0,7.4000,2.5200,1.2000,0,7.6568,3.1240,0.6563,1.4580,1,1
8.2700,0,7.4000,2.5200,1.2000,0,7.6531,3.2843,0.8051,1.4580,1,1
8.3800,0,7.4000,2.6400,1.2000,0,7.6008,3.3752,0.7621,1.4627,1,1
8.5000,0,7.4000,2.7600,1.2000,0,7.5970,3.5507,0.8148,1.4627,1,1
8.6100,0,7.4000,2.8800,1.2000,0,7.5936,3.7115,0.8538,1.4627,1,1
8.7200,0,7.4000,3.0000,1.2000,0,7.5901,3.8724,0.8929,1.4627,1,1
8.8400,0,7.4000,3.3600,1.2000,0,7.5863,4.0479,0.7127,1.4627,1,1
8.9400,0,7.4000,3.3600,1.2000,0,7.5832,4.1941,0.8540,1.4627,1,1
9.0600,0,7.4000,3.4800,1.2000,0,7.5794,4.3696,0.9075,1.4627,1,1
9.1700,0,7.4000,3.6000,1.2000,,,,,,1,0
9.2700,0,7.4000,3.8400,1.2000,,,,,,1,0
9.3500,0,7.4000,3.8400,1.2000,,,,,,1,0
9.4400,0,7.4000,3.9600,1.2000,,,,,,1,0
9.5400,0,7.4000,4.0800,1.2000,,,,,,1,0
9.6300,0,7.4000,4.3200,1.2000,,,,,,1,0
9.7200,0,7.4000,4.3200,1.2000,,,,,,1,0
9.8100,0,7.4000,4.4400,1.2000,,,,,,1,0
9.8900,0,7.4000,4.5600,1.2000,,,,,,1,0
9.9800,0,7.4000,4.5600,1.2000,,,,,,1,0
10.0700,0,7.4000,4.6800,1.2000,,,,,,1,0
10.1600,0,7.4000,4.8000,1.2000,,,,,,1,0
10.2500,0,7.4000,4.9200,1.2000,,,,,,1,0
10.3400,0,7.4000,5.0400,1.2000,,,,,,1,0
10.4300,0,7.4000,5.1600,1.2000,,,,,,1,0
10.5200,0,7.4000,5.2800,1.2000,,,,,,1,0
10.6000,0,7.4000,5.4000,1.2000,,,,,,1,0
10.6900,0,7.4000,5.5200,1.2000,,,,,,1,0
10.7800,0,7.4000,5.5200,1.2000,,,,,,1,0
10.8700,0,7.4000,5.6400,1.2000,,,,,,1,0
10.9500,0,7.4000,5.7600,1.2000,,,,,,1,0
11.0400,0,7.4000,5.8800,1.2000,,,,,,1,0
11.1300,0,7.4000,6.0000,0.0000,,,,,,1,0
11.2200,0,7.4000,6.0000,0.0000,,,,,,1,0
11.3100,0,7.4000,6.0000,0.0000,,,,,,1,0
11.3900,0,7.4000,6.0000,0.0000,,,,,,1,0
11.4800,0,7.4000,6.0000,0.0000,,,,,,1,0
11.5800,0,7.4000,6.0000,0.0000,,,,,,1,0
11.6600,0,7.4000,6.0000,0.0000,,,,,,1,0
11.7500,0,7.4000,6.0000,0.0000,,,,,,1,0
11.8300,0,7.4000,6.0000,0.0000,,,,,,1,0
11.9200,0,7.4000,5.9400,1.2000,,,,,,1,0
12.0000,0,7.4000,5.8200,1.2000,,,,,,1,0
12.0900,0,7.4000,5.7000,1.2000,,,,,,1,0
12.1800,0,7.4000,5.7000,1.2000,,,,,,1,0
12.2700,0,7.4000,5.5800,1.2000,,,,,,1,0
12.3600,0,7.4000,5.4600,1.2000,,,,,,1,0
12.4400,0,7.4000,5.3400,1.2000,,,,,,1,0
12.5300,0,7.4000,5.2200,1.2000,,,,,,1,0
12.6200,0,7.4000,5.1000,1.2000,,,,,,1,0
12.7000,0,7.4000,4.9800,1.2000,,,,,,1,0
12.7900,0,7.4000,4.8600,1.2000,,,,,,1,0
12.8700,0,7.4000,4.8600,1.2000,,,,,,1,0
12.9600,0,7.4000,4.7400,1.2000,,,,,,1,0
13.0500,0,7.4000,4.6200,1.2000,,,,,,1,0
13.1400,0,7.4000,4.5000,1.2000,,,,,,1,0
13.2200,0,7.4000,4.3800,1.2000,,,,,,1,0
13.3100,0,7.4000,4.2600,1.2000,,,,,,1,0
13.3900,0,7.4000,4.1400,1.2000,,,,,,1,0
13.4800,0,7.4000,4.1400,1.2000,,,,,,1,0
13.5600,0,7.4000,4.0200,1.2000,,,,,,1,0
13.6500,0,7.4000,3.9000,1.2000,,,,,,1,0
13.7300,0,7.4000,3.7800,1.2000,,,,,,1,0
13.8200,0,7.4000,3.5400,1.2000,,,,,,1,0
13.9000,0,7.4000,3.5400,1.2000,,,,,,1,0
13.9900,0,7.4000,3.4200,1.2000,,,,,,1,0
14.0800,0,7.4000,3.4200,1.2000,,,,,,1,0
14.1700,0,7.4000,3.3000,1.2000,,,,,,1,0
14.2600,0,7.4000,3.0600,1.2000,,,,,,1,0
14.3500,0,7.4000,3.0600,1.2000,,,,,,1,0
14.4400,0,7.4000,2.9400,1.2000,0,6.9338,3.0112,0.4716,0.0000,1,1
14.5300,0,7.4000,2.8200,1.2000,0,7.3169,3.1319,0.3227,0.0000,1,1
14.6300,0,7.4000,2.7000,1.2000,0,7.5126,3.1248,0.4395,0.0000,1,1
14.7200,0,7.4000,2.5800,1.2000,0,7.6033,3.0722,0.5325,0.0000,1,1
14.8200,0,7.4000,2.4600,1.2000,0,7.6869,2.9647,0.5806,0.9804,1,1
14.9200,0,7.4000,2.3400,1.2000,0,7.7411,2.8412,0.6062,1.2906,1,1
15.0200,0,7.4000,2.2200,1.2000,0,7.7526,2.7064,0.6008,1.3307,1,1
15.1300,0,7.4000,1.9800,1.2000,0,7.7356,2.5576,0.6680,1.2723,1,1
15.2300,0,7.4000,1.9800,1.2000,0,7.7272,2.4184,0.5470,1.2115,1,1
15.3400,0,7.4000,1.8600,1.2000,0,7.5283,2.1988,0.3623,1.1498,1,1
15.4400,0,7.4000,1.7400,1.2000,0,7.6355,2.1042,0.4337,1.1325,1,1
15.5500,0,7.4000,1.6200,1.2000,0,7.7270,1.9839,0.4892,1.1404,1,1
15.6600,0,7.4000,1.5000,1.2000,0,7.7079,1.8469,0.4639,1.1520,1,1
15.7600,0,7.4000,1.3800,1.2000,0,7.6956,1.7323,0.4599,1.1611,1,1
15.8700,0,7.4000,1.2600,1.2000,0,7.6989,1.5694,0.4302,1.1718,1,1
15.9700,0,7.4000,1.1400,1.2000,0,7.7442,1.4195,0.4434,1.2085,1,1
16.0800,0,7.4000,1.0200,1.2000,0,7.7069,1.2512,0.3842,1.2501,1,1
16.1800,0,7.4000,0.9000,1.2000,0,7.7032,1.1027,0.3647,1.2848,1,1
16.2900,0,7.4000,0.7800,1.2000,0,7.7273,0.9520,0.3697,1.3117,1,1
16.4000,0,7.4000,0.6600,1.2000,0,7.6856,0.7691,0.3058,1.3347,1,1
16.5100,0,7.4000,0.5400,1.2000,0,7.6827,0.6077,0.2907,1.3571,1,1
16.6100,0,7.4000,0.4200,1.2000,0,7.7109,0.4259,0.3109,1.3779,1,1
16.7200,0,7.4000,0.3000,1.2000,0,7.6829,0.2377,0.2897,1.4001,1,1
16.8200,0,7.4000,0.1800,1.2000,0,7.6759,0.0617,0.3001,1.4253,1,1
