time_s,gt_id,gt_x,gt_y,gt_speed_mps,det_id,det_x,det_y,pos_error_m,det_speed_mps,n_gt,n_detected
1.1300,0,9.4000,-5.8800,1.2000,,,,,,1,0
1.2900,0,9.4000,-5.8800,1.2000,,,,,,1,0
1.3700,0,9.4000,-5.7600,1.2000,,,,,,1,0
1.4600,0,9.4000,-5.5200,1.2000,,,,,,1,0
1.5500,0,9.4000,-5.5200,1.2000,,,,,,1,0
1.6400,0,9.4000,-5.4000,1.2000,,,,,,1,0
1.7200,0,9.4000,-5.2800,1.2000,,,,,,1,0
1.8000,0,9.4000,-5.1600,1.2000,,,,,,1,0
1.8800,0,9.4000,-5.0400,1.2000,,,,,,1,0
1.9700,0,9.4000,-5.0400,1.2000,,,,,,1,0
2.0600,0,9.4000,-4.9200,1.2000,,,,,,1,0
2.1500,0,9.4000,-4.8000,1.2000,,,,,,1,0
2.2400,0,9.4000,-4.6800,1.2000,,,,,,1,0
2.3300,0,9.4000,-4.5600,1.2000,,,,,,1,0
2.4100,0,9.4000,-4.4400,1.2000,,,,,,1,0
2.5000,0,9.4000,-4.3200,1.2000,,,,,,1,0
2.5900,0,9.4000,-4.2000,1.2000,,,,,,1,0
2.6800,0,9.4000,-4.2000,1.2000,,,,,,1,0
2.7600,0,9.4000,-4.0800,1.2000,,,,,,1,0
2.8400,0,9.4000,-3.9600,1.2000,,,,,,1,0
2.9200,0,9.4000,-3.7200,1.2000,,,,,,1,0
3.0000,0,9.4000,-3.7200,1.2000,,,,,,1,0
3.0900,0,9.4000,-3.6000,1.2000,,,,,,1,0
3.1700,0,9.4000,-3.6000,1.2000,,,,,,1,0
3.2600,0,9.4000,-3.4800,1.2000,,,,,,1,0
3.3400,0,9.4000,-3.3600,1.2000,,,,,,1,0
3.4300,0,9.4000,-3.2400,1.2000,,,,,,1,0
3.5200,0,9.4000,-3.1200,1.2000,,,,,,1,0
3.6000,0,9.4000,-3.0000,1.2000,,,,,,1,0
3.6900,0,9.4000,-2.8800,1.2000,,,,,,1,0
3.7700,0,9.4000,-2.8800,1.2000,,,,,,1,0
3.8600,0,9.4000,-2.7600,1.2000,,,,,,1,0
3.9500,0,9.4000,-2.6400,1.2000,,,,,,1,0
4.0300,0,9.4000,-2.5200,1.2000,,,,,,1,0
4.1100,0,9.4000,-2.4000,1.2000,,,,,,1,0
4.1900,0,9.4000,-2.2800,1.2000,,,,,,1,0
4.2700,0,9.4000,-2.2800,1.2000,,,,,,1,0
4.3500,0,9.4000,-2.1600,1.2000,,,,,,1,0
4.4400,0,9.4000,-2.0400,1.2000,,,,,,1,0
4.5200,0,9.4000,-1.9200,1.2000,,,,,,1,0
4.6100,0,9.4000,-1.8000,1.2000,,,,,,1,0
4.6900,0,9.4000,-1.6800,1.2000,,,,,,1,0
4.7800,0,9.4000,-1.6800,1.2000,,,,,,1,0
4.8600,0,9.4000,-1.5600,1.2000,,,,,,1,0
4.9500,0,9.4000,-1.4400,1.2000,,,,,,1,0
5.0400,0,9.4000,-1.3200,1.2000,,,,,,1,0
5.1400,0,9.4000,-1.0800,1.2000,,,,,,1,0
5.2200,0,9.4000,-1.0800,1.2000,,,,,,1,0
5.3000,0,9.4000,-0.9600,1.2000,,,,,,1,0
