time_s,gt_id,gt_x,gt_y,gt_speed_mps,det_id,det_x,det_y,pos_error_m,det_speed_mps,n_gt,n_detected
5.5000,0,7.4000,0.0000,0.0000,0,7.7082,-0.0055,0.3083,0.0000,1,1
5.6000,0,7.4000,0.0000,0.0000,0,7.7091,0.0006,0.3091,0.0000,1,1
5.7000,0,7.4000,0.0000,0.0000,0,7.7138,0.0036,0.3138,0.0000,1,1
5.8000,0,7.4000,0.0000,0.0000,0,7.7119,0.0051,0.3120,0.0000,1,1
5.9000,0,7.4000,0.0000,0.0000,0,7.7127,0.0091,0.3129,0.0000,1,1
5.9900,0,7.4000,0.0000,0.0000,0,7.7200,0.0079,0.3201,0.0000,1,1
6.1000,0,7.4000,0.0000,0.0000,0,7.7214,0.0072,0.3214,0.0000,1,1
6.2000,0,7.4000,0.0000,0.0000,0,7.7198,0.0102,0.3200,0.0000,1,1
6.3000,0,7.4000,0.0000,0.0000,0,7.7286,0.0150,0.3289,0.0000,1,1
6.4000,0,7.4000,0.0000,0.0000,0,7.7332,0.0174,0.3336,0.0000,1,1
6.4900,0,7.4000,0.0000,0.0000,0,7.7372,0.0220,0.3379,0.0000,1,1
6.5900,0,7.4000,0.0000,0.0000,0,7.7392,0.0242,0.3401,0.0000,1,1
6.7000,0,7.4000,0.0000,0.0000,0,7.7387,0.0253,0.3397,0.0000,1,1
6.8100,0,7.4000,0.0000,0.0000,0,7.7369,0.0226,0.3376,0.0000,1,1
6.9000,0,7.4000,0.0000,0.0000,0,7.7373,0.0212,0.3380,0.0000,1,1
7.0100,0,7.4000,0.0000,0.0000,0,7.7316,0.0172,0.3320,0.0000,1,1
7.1100,0,7.4000,0.0000,0.0000,0,7.7292,0.0152,0.3296,0.0000,1,1
7.2100,0,7.4000,0.0000,0.0000,0,7.7294,0.0142,0.3297,0.0000,1,1
7.3100,0,7.4000,0.0000,0.0000,0,7.7234,0.0137,0.3236,0.0000,1,1
7.4100,0,7.4000,0.0000,0.0000,0,7.7151,0.0134,0.3154,0.0000,1,1
7.5000,0,7.4000,0.0000,0.0000,0,7.7121,0.0100,0.3123,0.0000,1,1
7.6000,0,7.4000,0.0000,0.0000,0,7.7232,0.0083,0.3233,0.0000,1,1
7.7000,0,7.4000,0.0000,0.0000,0,7.7190,0.0075,0.3191,0.0000,1,1
7.8000,0,7.4000,0.0000,0.0000,0,7.7079,0.0037,0.3079,0.0000,1,1
7.9000,0,7.4000,0.0000,0.0000,0,7.7166,0.0019,0.3166,0.0000,1,1
8.0000,0,7.4000,0.0000,0.0000,0,7.7029,-0.0024,0.3030,0.0000,1,1
8.1000,0,7.4000,0.0000,0.0000,0,7.6888,-0.0077,0.2889,0.0000,1,1
8.2000,0,7.4000,0.0000,0.0000,0,7.6897,-0.0137,0.2901,0.0000,1,1
8.2900,0,7.4000,0.0000,0.0000,0,7.6923,-0.0167,0.2928,0.0000,1,1
8.4000,0,7.4000,0.0000,0.0000,0,7.6849,-0.0215,0.2857,0.0000,1,1
8.5100,0,7.4000,0.0000,0.0000,0,7.6894,-0.0305,0.2910,0.0000,1,1
