time_s,gt_id,gt_x,gt_y,gt_speed_mps,det_id,det_x,det_y,pos_error_m,det_speed_mps,n_gt,n_detected
0.0000,0,3.4000,0.0000,0.0000,0,3.7129,0.0269,0.3140,0.0000,1,1
0.0000,0,3.4000,0.0000,0.0000,0,3.7102,0.0269,0.3114,0.0000,1,1
0.0000,0,3.4000,0.0000,0.0000,0,3.7143,0.0269,0.3155,0.0000,1,1
0.0000,0,3.4000,0.0000,0.0000,0,3.7112,0.0269,0.3123,0.0000,1,1
0.0000,0,3.4000,0.0000,0.0000,0,3.7110,0.0269,0.3121,0.0000,1,1
0.0000,0,3.4000,0.0000,0.0000,0,3.7120,0.0269,0.3131,0.0000,1,1
0.0000,0,3.4000,0.0000,0.0000,0,3.7160,0.0269,0.3171,0.0000,1,1
0.0000,0,3.4000,0.0000,0.0000,0,3.7187,0.0269,0.3199,0.0000,1,1
1.1600,0,3.4000,0.0000,0.0000,0,3.7186,0.0254,0.3196,0.0000,1,1
1.2700,0,3.4000,0.0000,0.0000,0,3.7201,0.0262,0.3212,0.0000,1,1
1.3700,0,3.4000,0.0000,0.0000,0,3.7153,0.0265,0.3164,0.0000,1,1
1.4800,0,3.4000,0.0000,0.0000,0,3.7102,0.0252,0.3112,0.0000,1,1
1.5800,0,3.4000,0.0000,0.0000,0,3.7085,0.0201,0.3092,0.0000,1,1
1.6800,0,3.4000,0.0000,0.0000,0,3.7169,0.0175,0.3174,0.0000,1,1
1.7900,0,3.4000,0.0000,0.0000,0,3.7146,0.0132,0.3149,0.0000,1,1
1.9000,0,3.4000,0.0000,0.0000,0,3.6975,0.0081,0.2976,0.0000,1,1
2.0000,0,3.4000,0.0000,0.0000,0,3.6876,0.0026,0.2877,0.0000,1,1
2.0900,0,3.4000,0.0000,0.0000,0,3.6875,-0.0032,0.2875,0.0000,1,1
2.1900,0,3.4000,0.0000,0.0000,0,3.6845,-0.0075,0.2846,0.0000,1,1
2.3000,0,3.4000,0.0000,0.0000,0,3.6906,-0.0142,0.2910,0.0000,1,1
