time_s,x,y,yaw_rad,vx,vy,omega,goal_x,goal_y,replan_ms,n_polygons,seg_len_m,min_obs_dist_m,path_len_m,lookahead_dist
4.5900,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.0000,0.0000,0.00,0,0.0000,0.0000,0.0000,15.00
4.6100,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.0000,0.0000,0.00,0,0.0000,0.0000,0.0000,15.00
4.6200,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.0000,0.0000,0.00,0,0.0000,0.0000,0.0000,15.00
4.6400,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.0000,0.0000,0.00,0,0.0000,0.0000,0.0000,15.00
4.6600,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.0000,0.0000,0.00,0,0.0000,0.0000,0.0000,15.00
4.6700,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.0000,0.0000,0.00,0,0.0000,0.0000,0.0000,15.00
4.6800,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.0000,0.0000,0.00,0,0.0000,0.0000,0.0000,15.00
4.7000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.0000,0.0000,0.00,0,0.0000,0.0000,0.0000,15.00
4.7100,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.0000,0.0000,0.00,0,0.0000,0.0000,0.0000,15.00
4.7300,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.0000,0.0000,0.00,0,0.0000,0.0000,0.0000,15.00
4.7500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.0000,0.0000,0.00,0,0.0000,0.0000,0.0000,15.00
4.7600,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.0000,0.0000,0.00,0,0.0000,0.0000,0.0000,15.00
4.7700,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.0000,0.0000,0.00,0,0.0000,0.0000,0.0000,15.00
