time_s,gt_id,gt_x,gt_y,gt_speed_mps,det_id,det_x,det_y,pos_error_m,det_speed_mps,n_gt,n_detected
1.3600,0,5.4000,-6.0000,0.0000,,,,,,1,0
1.4500,0,5.4000,-6.0000,0.0000,,,,,,1,0
1.5400,0,5.4000,-6.0000,0.0000,,,,,,1,0
1.6200,0,5.4000,-6.0000,0.0000,,,,,,1,0
1.7100,0,5.4000,-6.0000,0.0000,,,,,,1,0
1.7900,0,5.4000,-6.0000,0.0000,,,,,,1,0
1.8800,0,5.4000,-6.0000,1.2000,,,,,,1,0
1.9700,0,5.4000,-5.8800,1.2000,,,,,,1,0
2.0600,0,5.4000,-4.8000,1.2000,,,,,,1,0
2.1500,0,5.4000,-4.8000,1.2000,,,,,,1,0
2.2400,0,5.4000,-4.6800,1.2000,,,,,,1,0
2.3200,0,5.4000,-4.5600,1.2000,,,,,,1,0
2.4100,0,5.4000,-4.4400,1.2000,,,,,,1,0
2.4900,0,5.4000,-4.3200,1.2000,,,,,,1,0
2.5700,0,5.4000,-4.3200,1.2000,,,,,,1,0
2.6700,0,5.4000,-4.2000,1.2000,,,,,,1,0
2.7600,0,5.4000,-4.0800,1.2000,,,,,,1,0
2.8400,0,5.4000,-3.9600,1.2000,,,,,,1,0
2.9300,0,5.4000,-3.8400,1.2000,,,,,,1,0
3.0300,0,5.4000,-3.7200,1.2000,,,,,,1,0
3.1200,0,5.4000,-3.6000,1.2000,,,,,,1,0
3.2100,0,5.4000,-3.4800,1.2000,,,,,,1,0
3.2900,0,5.4000,-3.3600,1.2000,,,,,,1,0
3.3800,0,5.4000,-3.3600,1.2000,,,,,,1,0
3.4700,0,5.4000,-3.2400,1.2000,,,,,,1,0
3.5600,0,5.4000,-3.1200,1.2000,,,,,,1,0
3.6600,0,5.4000,-3.0000,1.2000,,,,,,1,0
3.7500,0,5.4000,-2.8800,1.2000,,,,,,1,0
3.8400,0,5.4000,-2.7600,1.2000,,,,,,1,0
3.9200,0,5.4000,-2.6400,1.2000,,,,,,1,0
4.0100,0,5.4000,-2.5200,1.2000,,,,,,1,0
4.1000,0,5.4000,-2.4000,1.2000,,,,,,1,0
4.1900,0,5.4000,-2.4000,1.2000,,,,,,1,0
4.2800,0,5.4000,-2.2800,1.2000,,,,,,1,0
4.3700,0,5.4000,-2.1600,1.2000,,,,,,1,0
4.4700,0,5.4000,-2.0400,1.2000,0,5.7099,-2.4663,0.5271,0.0000,1,1
4.5700,0,5.4000,-1.9200,1.2000,0,5.6695,-2.3721,0.5263,0.0000,1,1
4.6800,0,5.4000,-1.8000,1.2000,0,5.6621,-2.2477,0.5188,0.0000,1,1
4.7900,0,5.4000,-1.6800,1.2000,0,5.6685,-2.1110,0.5078,0.0000,1,1
4.8900,0,5.4000,-1.5600,1.2000,0,5.7142,-1.9552,0.5049,0.6230,1,1
5.0000,0,5.4000,-1.4400,1.2000,0,5.7194,-1.7793,0.4660,0.9595,1,1
5.1200,0,5.4000,-1.3200,1.2000,0,5.7172,-1.5614,0.3986,1.1682,1,1
5.2300,0,5.4000,-1.2000,1.2000,0,5.7702,-1.3721,0.4083,1.3030,1,1
5.3600,0,5.4000,-1.0800,1.2000,0,5.8014,-1.1489,0.4073,1.3958,1,1
5.4700,0,5.4000,-0.9600,1.2000,0,5.7861,-0.9249,0.3877,1.4685,1,1
5.5900,0,5.4000,-0.8400,1.2000,0,5.7810,-0.7359,0.3949,1.5194,1,1
5.7200,0,5.4000,-0.7200,1.2000,0,5.8094,-0.5316,0.4506,1.5533,1,1
5.8500,0,5.4000,-0.6000,1.2000,0,5.8262,-0.3013,0.5205,1.5786,1,1
5.9800,0,5.4000,-0.4800,1.2000,0,5.7888,-0.1386,0.5174,1.6056,1,1
6.1100,0,5.4000,-0.3600,1.2000,0,5.7688,0.0975,0.5876,1.6284,1,1
6.2300,0,5.4000,-0.2400,1.2000,0,5.7787,0.2832,0.6458,1.6429,1,1
6.3600,0,5.4000,-0.1200,1.2000,0,5.7694,0.4868,0.7104,1.6488,1,1
6.4900,0,5.4000,0.0000,1.2000,0,5.7523,0.6856,0.7708,1.6454,1,1
6.6200,0,5.4000,0.1200,1.2000,0,5.7361,0.8868,0.8372,1.6271,1,1
6.7500,0,5.4000,0.2400,1.2000,0,5.6874,1.0504,0.8598,1.6021,1,1
6.8600,0,5.4000,0.3600,1.2000,0,5.6752,1.2183,0.9014,1.5844,1,1
6.9900,0,5.4000,0.4800,1.2000,0,5.6261,1.3718,0.9200,1.5552,1,1
7.1200,0,5.4000,0.6000,1.2000,0,5.5851,1.5364,0.9545,1.5257,1,1
7.2400,0,5.4000,0.7200,1.2000,0,5.5635,1.7024,0.9959,1.4961,1,1
7.3700,0,5.4000,0.8400,1.2000,0,5.5379,1.8778,1.0469,1.4698,1,1
7.4900,0,5.4000,0.9600,1.2000,0,5.4792,2.0522,1.0951,1.4537,1,1
7.6100,0,5.4000,1.0800,1.2000,0,5.2336,2.0942,1.0277,1.4150,1,1
7.7300,0,5.4000,1.2000,1.2000,0,5.2948,2.3381,1.1430,1.3977,1,1
7.8500,0,5.4000,1.3200,1.2000,0,5.2602,2.5022,1.1905,1.3977,1,1
7.9700,0,5.4000,1.4400,1.2000,0,5.2256,2.6664,1.2387,1.3977,1,1
8.0900,0,5.4000,1.5600,1.2000,0,5.1910,2.8305,1.2876,1.3977,1,1
8.2100,0,5.4000,1.6800,1.2000,0,5.1564,2.9946,1.3370,1.3977,1,1
8.3300,0,5.4000,1.8000,1.2000,0,5.1219,3.1587,1.3869,1.3977,1,1
8.4500,0,5.4000,2.0400,1.2000,0,5.0873,3.3229,1.3204,1.3977,1,1
8.5800,0,5.4000,2.1600,1.2000,,,,,,1,0
8.6700,0,5.4000,2.2800,1.2000,,,,,,1,0
8.7700,0,5.4000,2.4000,1.2000,,,,,,1,0
8.8600,0,5.4000,3.1200,1.2000,,,,,,1,0
8.9600,0,5.4000,3.2400,1.2000,,,,,,1,0
9.0500,0,5.4000,3.3600,1.2000,,,,,,1,0
9.1500,0,5.4000,3.4800,1.2000,,,,,,1,0
9.2400,0,5.4000,3.6000,1.2000,,,,,,1,0
9.3400,0,5.4000,3.7200,1.2000,,,,,,1,0
9.4400,0,5.4000,3.8400,1.2000,,,,,,1,0
9.5300,0,5.4000,3.9600,1.2000,,,,,,1,0
9.6200,0,5.4000,4.0800,1.2000,,,,,,1,0
9.7200,0,5.4000,4.2000,1.2000,,,,,,1,0
9.8100,0,5.4000,4.3200,1.2000,,,,,,1,0
9.9000,0,5.4000,4.4400,1.2000,,,,,,1,0
9.9900,0,5.4000,4.5600,1.2000,,,,,,1,0
10.0800,0,5.4000,4.6800,1.2000,,,,,,1,0
10.1700,0,5.4000,4.8000,1.2000,,,,,,1,0
10.2600,0,5.4000,4.9200,1.2000,,,,,,1,0
10.3400,0,5.4000,5.0400,1.2000,,,,,,1,0
10.4300,0,5.4000,5.1600,1.2000,,,,,,1,0
10.5300,0,5.4000,5.2800,1.2000,,,,,,1,0
10.6200,0,5.4000,5.4000,1.2000,,,,,,1,0
10.7100,0,5.4000,5.5200,1.2000,,,,,,1,0
10.8000,0,5.4000,5.6400,1.2000,,,,,,1,0
10.8900,0,5.4000,5.7600,1.2000,,,,,,1,0
10.9900,0,5.4000,5.7600,1.2000,,,,,,1,0
11.0800,0,5.4000,5.8800,1.2000,,,,,,1,0
11.1700,0,5.4000,6.0000,0.0000,,,,,,1,0
11.2600,0,5.4000,6.0000,0.0000,,,,,,1,0
11.3500,0,5.4000,6.0000,0.0000,,,,,,1,0
11.4400,0,5.4000,6.0000,0.0000,,,,,,1,0
11.5200,0,5.4000,6.0000,0.0000,,,,,,1,0
11.6100,0,5.4000,6.0000,0.0000,,,,,,1,0
11.7000,0,5.4000,6.0000,0.0000,,,,,,1,0
11.7900,0,5.4000,6.0000,0.0000,,,,,,1,0
11.8800,0,5.4000,6.0000,0.0000,,,,,,1,0
11.9700,0,5.4000,5.9400,1.2000,,,,,,1,0
12.0600,0,5.4000,5.8200,1.2000,,,,,,1,0
12.1500,0,5.4000,5.7000,1.2000,,,,,,1,0
12.2400,0,5.4000,5.5800,1.2000,,,,,,1,0
12.3300,0,5.4000,5.4600,1.2000,,,,,,1,0
12.4300,0,5.4000,5.3400,1.2000,,,,,,1,0
12.5200,0,5.4000,5.2200,1.2000,,,,,,1,0
12.6000,0,5.4000,5.1000,1.2000,,,,,,1,0
12.6900,0,5.4000,4.9800,1.2000,,,,,,1,0
12.7800,0,5.4000,4.9800,1.2000,,,,,,1,0
12.8700,0,5.4000,4.8600,1.2000,,,,,,1,0
12.9600,0,5.4000,4.7400,1.2000,,,,,,1,0
13.0500,0,5.4000,4.6200,1.2000,,,,,,1,0
13.1300,0,5.4000,4.5000,1.2000,,,,,,1,0
13.2200,0,5.4000,4.3800,1.2000,,,,,,1,0
13.3100,0,5.4000,4.2600,1.2000,,,,,,1,0
13.4000,0,5.4000,4.1400,1.2000,,,,,,1,0
13.4900,0,5.4000,4.0200,1.2000,,,,,,1,0
13.5800,0,5.4000,3.9000,1.2000,,,,,,1,0
13.6700,0,5.4000,3.9000,1.2000,,,,,,1,0
13.7700,0,5.4000,3.7800,1.2000,,,,,,1,0
13.8600,0,5.4000,3.6600,1.2000,,,,,,1,0
