time_s,x,y,yaw_rad,vx,vy,omega,goal_x,goal_y,replan_ms,n_polygons,seg_len_m,min_obs_dist_m,path_len_m,lookahead_dist
33.9800,3.0078,3.9322,2.0364,0.0000,0.0000,0.0000,8.7000,1.1429,59.92,10,0.4503,2.5994,0.0000,15.00
34.0000,3.0052,3.9390,2.0351,0.3655,-0.0348,-0.0638,8.7000,1.1429,136.88,11,6.3334,2.7064,0.0073,15.00
34.1300,3.0025,3.9459,2.0339,0.0562,-0.0054,-0.0098,8.7000,1.1429,136.88,11,6.3334,2.7064,0.0147,15.00
34.2800,2.9921,3.9733,2.0288,0.1950,-0.0183,-0.0341,8.7000,1.1429,141.59,11,6.3334,2.7205,0.0441,15.00
34.2800,3.0977,3.9312,1.9186,0.1950,-0.0183,-0.0341,8.7000,1.1429,147.34,12,6.3334,2.8097,0.1578,15.00
34.4300,3.1218,3.9161,1.8947,-0.1461,-0.1200,-0.1593,8.7000,1.1429,147.34,12,6.3334,2.8097,0.1862,15.00
34.4300,3.2572,3.8135,1.7510,-0.1461,-0.1200,-0.1593,8.7000,1.1429,133.21,8,6.2068,2.7914,0.3561,15.00
34.5700,3.2782,3.7945,1.7270,-0.1575,-0.1270,-0.1714,8.7000,1.1429,133.21,8,6.2068,2.7914,0.3844,15.00
34.5700,3.3754,3.6916,1.6067,-0.1575,-0.1270,-0.1714,8.7000,1.1429,117.78,9,6.0801,2.6529,0.5260,15.00
34.6800,3.3932,3.6696,1.5826,-0.2021,-0.1596,-0.2190,8.7000,1.1429,117.78,9,6.0801,2.6529,0.5543,15.00
34.6800,3.4979,3.5353,1.4380,-0.2021,-0.1596,-0.2190,8.7000,1.1429,146.87,13,5.8268,2.5245,0.7246,15.00
34.8300,3.5150,3.5125,1.4138,-0.1320,-0.1361,-0.1608,8.7000,1.1429,146.87,13,5.8268,2.5245,0.7530,15.00
34.8300,3.6079,3.4044,1.2934,-0.1320,-0.1361,-0.1608,8.7000,1.1429,128.45,8,5.7001,2.3775,0.8956,15.00
34.9600,3.6263,3.3824,1.2694,-0.1192,-0.1850,-0.1850,8.7000,1.1429,128.45,8,5.7001,2.3775,0.9243,15.00
34.9600,3.7176,3.2722,1.1492,-0.1192,-0.1850,-0.1850,8.7000,1.1429,117.29,9,5.5734,2.2894,1.0674,15.00
35.0800,3.7367,3.2507,1.1252,-0.0931,-0.2206,-0.1996,8.7000,1.1429,117.29,9,5.5734,2.2894,1.0961,15.00
35.0800,3.8914,3.0806,0.9342,-0.0931,-0.2206,-0.1996,8.7000,1.1429,177.01,16,5.4468,2.1714,1.3260,15.00
35.2600,3.9105,3.0591,0.9104,-0.0295,-0.1575,-0.1322,8.7000,1.1429,177.01,16,5.4468,2.1714,1.3549,15.00
35.2600,4.0144,2.9590,0.7921,-0.0295,-0.1575,-0.1322,8.7000,1.1429,117.85,9,5.1934,2.1568,1.4991,15.00
35.3800,4.0341,2.9378,0.7685,-0.0046,-0.2406,-0.1969,8.7000,1.1429,117.85,9,5.1934,2.1568,1.5280,15.00
35.3800,4.1498,2.8093,0.6270,-0.0046,-0.2406,-0.1969,8.7000,1.1429,135.16,10,4.9401,2.0270,1.7010,15.00
35.5100,4.1695,2.7882,0.6035,0.0322,-0.2197,-0.1805,8.7000,1.1429,135.16,10,4.9401,2.0270,1.7298,15.00
